"ID","Set","Category","Card Type","Level","Suggested Mode","Depth","Prompt","Design Treatment","Facilitator Note","Rationale"
"TYA-19","Teens & Young Adults","Teens & Young Adults","Question","Level 2","Teens & Young Adults","Medium","What makes school, work, or life feel too loud?","Electric Teal / Cream","Suitable for early playtesting.","Expands the Teens & Young Adults play context."
"TYA-20","Teens & Young Adults","Teens & Young Adults","Question","Level 2","Teens & Young Adults","Medium","What helps you come back to yourself?","Electric Teal / Cream","Suitable for early playtesting.","Expands the Teens & Young Adults play context."
"TYA-21","Teens & Young Adults","Teens & Young Adults","Question","Level 2","Teens & Young Adults","Medium","What is one thing you want older people to ask you?","Electric Teal / Cream","Suitable for early playtesting.","Expands the Teens & Young Adults play context."
"TYA-22","Teens & Young Adults","Teens & Young Adults","Question","Level 2","Teens & Young Adults","Medium","What is one thing you want younger people to know?","Electric Teal / Cream","Suitable for early playtesting.","Expands the Teens & Young Adults play context."
"TYA-23","Teens & Young Adults","Teens & Young Adults","Question","Level 2","Teens & Young Adults","Medium","What is a compliment that feels real?","Electric Teal / Cream","Suitable for early playtesting.","Expands the Teens & Young Adults play context."
"TYA-24","Teens & Young Adults","Teens & Young Adults","Question","Level 2","Teens & Young Adults","Medium","What is criticism that actually helps?","Electric Teal / Cream","Suitable for early playtesting.","Expands the Teens & Young Adults play context."
"TYA-25","Teens & Young Adults","Teens & Young Adults","Question","Level 2","Teens & Young Adults","Medium","What does success currently mean to you?","Electric Teal / Cream","Suitable for early playtesting.","Expands the Teens & Young Adults play context."
"TYA-26","Teens & Young Adults","Teens & Young Adults","Question","Level 2","Teens & Young Adults","Medium","What does success no longer mean to you?","Electric Teal / Cream","Suitable for early playtesting.","Expands the Teens & Young Adults play context."
"TYA-27","Teens & Young Adults","Teens & Young Adults","Question","Level 2","Teens & Young Adults","Medium","What are you trying not to compare?","Electric Teal / Cream","Suitable for early playtesting.","Expands the Teens & Young Adults play context."
"TYA-28","Teens & Young Adults","Teens & Young Adults","Question","Level 2","Teens & Young Adults","Medium","What are you secretly proud of?","Electric Teal / Cream","Suitable for early playtesting.","Expands the Teens & Young Adults play context."
"TYA-29","Teens & Young Adults","Teens & Young Adults","Question","Level 2","Teens & Young Adults","Medium","What do you wish your friends noticed?","Electric Teal / Cream","Suitable for early playtesting.","Expands the Teens & Young Adults play context."
"TYA-30","Teens & Young Adults","Teens & Young Adults","Question","Level 2","Teens & Young Adults","Medium","What do you wish your family noticed?","Electric Teal / Cream","Suitable for early playtesting.","Expands the Teens & Young Adults play context."
"TYA-31","Teens & Young Adults","Teens & Young Adults","Question","Level 2","Teens & Young Adults","Medium","What is one way loneliness shows up at your age?","Electric Teal / Cream","Suitable for early playtesting.","Expands the Teens & Young Adults play context."
"TYA-32","Teens & Young Adults","Teens & Young Adults","Question","Level 2","Teens & Young Adults","Medium","What is one way connection shows up at your age?","Electric Teal / Cream","Suitable for early playtesting.","Expands the Teens & Young Adults play context."
"TYA-33","Teens & Young Adults","Teens & Young Adults","Question","Level 2","Teens & Young Adults","Medium","What makes you feel chosen by friends?","Electric Teal / Cream","Suitable for early playtesting.","Expands the Teens & Young Adults play context."
"TYA-34","Teens & Young Adults","Teens & Young Adults","Question","Level 2","Teens & Young Adults","Medium","What makes you feel replaceable?","Electric Teal / Cream","Suitable for early playtesting.","Expands the Teens & Young Adults play context."
"TYA-35","Teens & Young Adults","Teens & Young Adults","Question","Level 3","Teens & Young Adults","Medium","What do you do when you feel left out?","Electric Teal / Cream","Suitable for early playtesting.","Expands the Teens & Young Adults play context."
"TYA-36","Teens & Young Adults","Teens & Young Adults","Question","Level 3","Teens & Young Adults","High","What would make asking for help easier?","Electric Teal / Cream","Best after trust has warmed up; passing is always allowed.","Expands the Teens & Young Adults play context."
"TYA-37","Teens & Young Adults","Teens & Young Adults","Question","Level 3","Teens & Young Adults","High","What is one thing you wish you could pause?","Electric Teal / Cream","Best after trust has warmed up; passing is always allowed.","Expands the Teens & Young Adults play context."
"TYA-38","Teens & Young Adults","Teens & Young Adults","Question","Level 3","Teens & Young Adults","High","What is one thing you wish would start already?","Electric Teal / Cream","Best after trust has warmed up; passing is always allowed.","Expands the Teens & Young Adults play context."
"TYA-39","Teens & Young Adults","Teens & Young Adults","Question","Level 3","Teens & Young Adults","High","What does growing up feel like this week?","Electric Teal / Cream","Best after trust has warmed up; passing is always allowed.","Expands the Teens & Young Adults play context."
"TYA-40","Teens & Young Adults","Teens & Young Adults","Question","Level 3","Teens & Young Adults","High","What are you learning about your boundaries?","Electric Teal / Cream","Best after trust has warmed up; passing is always allowed.","Expands the Teens & Young Adults play context."
"TYA-41","Teens & Young Adults","Teens & Young Adults","Question","Level 3","Teens & Young Adults","High","What are you learning about your voice?","Electric Teal / Cream","Best after trust has warmed up; passing is always allowed.","Expands the Teens & Young Adults play context."
"TYA-42","Teens & Young Adults","Teens & Young Adults","Question","Level 3","Teens & Young Adults","High","What is one opinion you are not ready to defend yet?","Electric Teal / Cream","Best after trust has warmed up; passing is always allowed.","Expands the Teens & Young Adults play context."
"TYA-43","Teens & Young Adults","Teens & Young Adults","Question","Level 3","Teens & Young Adults","High","What is one truth you are ready to defend?","Electric Teal / Cream","Best after trust has warmed up; passing is always allowed.","Expands the Teens & Young Adults play context."
"TYA-44","Teens & Young Adults","Teens & Young Adults","Question","Level 3","Teens & Young Adults","High","What would make the future feel less lonely?","Electric Teal / Cream","Best after trust has warmed up; passing is always allowed.","Expands the Teens & Young Adults play context."
"TYA-45","Teens & Young Adults","Teens & Young Adults","Question","Level 3","Teens & Young Adults","High","What would make the future feel more yours?","Electric Teal / Cream","Best after trust has warmed up; passing is always allowed.","Expands the Teens & Young Adults play context."
"TYA-46","Teens & Young Adults","Teens & Young Adults","Question","Level 3","Teens & Young Adults","High","What is one thing you want to be remembered for now?","Electric Teal / Cream","Best after trust has warmed up; passing is always allowed.","Expands the Teens & Young Adults play context."
"TYA-47","Teens & Young Adults","Teens & Young Adults","Question","Level 3","Teens & Young Adults","High","What is one thing you hope changes before you are older?","Electric Teal / Cream","Best after trust has warmed up; passing is always allowed.","Expands the Teens & Young Adults play context."
"TYA-48","Teens & Young Adults","Teens & Young Adults","Question","Level 3","Teens & Young Adults","High","What is one thing you hope never changes about you?","Electric Teal / Cream","Best after trust has warmed up; passing is always allowed.","Expands the Teens & Young Adults play context."
"TYA-49","Teens & Young Adults","Teens & Young Adults","Question","Level 3","Teens & Young Adults","High","What kind of adult do you hope to become?","Electric Teal / Cream","Best after trust has warmed up; passing is always allowed.","Expands the Teens & Young Adults play context."
"TYA-50","Teens & Young Adults","Teens & Young Adults","Question","Level 3","Teens & Young Adults","High","What should people know about becoming yourself?","Electric Teal / Cream","Best after trust has warmed up; passing is always allowed.","Expands the Teens & Young Adults play context."
"LIF-01","Life Transitions","Life Transitions","Question","Level 1","Life Transitions","Low","What chapter of life are you in right now?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-02","Life Transitions","Life Transitions","Question","Level 1","Life Transitions","Low","What chapter are you leaving?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-03","Life Transitions","Life Transitions","Question","Level 1","Life Transitions","Low","What chapter are you afraid to enter?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-04","Life Transitions","Life Transitions","Question","Level 1","Life Transitions","Low","What is one thing you are grieving that looks like growth?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-05","Life Transitions","Life Transitions","Question","Level 1","Life Transitions","Low","What is one thing you are gaining that still feels strange?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-06","Life Transitions","Life Transitions","Question","Level 1","Life Transitions","Low","What did change teach you about control?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-07","Life Transitions","Life Transitions","Question","Level 1","Life Transitions","Low","What did change teach you about trust?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-08","Life Transitions","Life Transitions","Question","Level 1","Life Transitions","Low","What did you have to leave behind to move forward?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-09","Life Transitions","Life Transitions","Question","Level 1","Life Transitions","Low","What are you carrying that still helps you?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-10","Life Transitions","Life Transitions","Question","Level 1","Life Transitions","Low","What are you carrying that has become heavy?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-11","Life Transitions","Life Transitions","Question","Level 1","Life Transitions","Low","What is one goodbye you did not get to say properly?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-12","Life Transitions","Life Transitions","Question","Level 1","Life Transitions","Low","What is one hello you are still practicing?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-13","Life Transitions","Life Transitions","Question","Level 1","Life Transitions","Low","What does starting over feel like in your body?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-14","Life Transitions","Life Transitions","Question","Level 1","Life Transitions","Low","What does uncertainty make you reach for?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-15","Life Transitions","Life Transitions","Question","Level 1","Life Transitions","Low","What does uncertainty make you avoid?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-16","Life Transitions","Life Transitions","Question","Level 1","Life Transitions","Medium","Who helped you through a transition?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-17","Life Transitions","Life Transitions","Question","Level 1","Life Transitions","Medium","Who did you become in a transition?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-18","Life Transitions","Life Transitions","Question","Level 2","Life Transitions","Medium","What is a place that belongs to your old life?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-19","Life Transitions","Life Transitions","Question","Level 2","Life Transitions","Medium","What is a place that belongs to your new life?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-20","Life Transitions","Life Transitions","Question","Level 2","Life Transitions","Medium","What is something you miss more than expected?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-21","Life Transitions","Life Transitions","Question","Level 2","Life Transitions","Medium","What is something you do not miss at all?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-22","Life Transitions","Life Transitions","Question","Level 2","Life Transitions","Medium","What is one dream that changed shape?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-23","Life Transitions","Life Transitions","Question","Level 2","Life Transitions","Medium","What is one dream that stayed?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-24","Life Transitions","Life Transitions","Question","Level 2","Life Transitions","Medium","What did you learn about loneliness during change?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-25","Life Transitions","Life Transitions","Question","Level 2","Life Transitions","Medium","What did you learn about connection during change?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-26","Life Transitions","Life Transitions","Question","Level 2","Life Transitions","Medium","What is one routine that steadies you?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-27","Life Transitions","Life Transitions","Question","Level 2","Life Transitions","Medium","What is one routine you need to rebuild?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-28","Life Transitions","Life Transitions","Question","Level 2","Life Transitions","Medium","What is something you are allowed to outgrow?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-29","Life Transitions","Life Transitions","Question","Level 2","Life Transitions","Medium","What is something you are allowed to keep?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-30","Life Transitions","Life Transitions","Question","Level 2","Life Transitions","Medium","What is one identity you are releasing?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-31","Life Transitions","Life Transitions","Question","Level 2","Life Transitions","Medium","What is one identity you are becoming?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-32","Life Transitions","Life Transitions","Question","Level 2","Life Transitions","Medium","What is one fear that got louder during this transition?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-33","Life Transitions","Life Transitions","Question","Level 2","Life Transitions","Medium","What is one courage that got louder during this transition?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-34","Life Transitions","Life Transitions","Question","Level 2","Life Transitions","Medium","What are you still waiting to understand?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-35","Life Transitions","Life Transitions","Question","Level 3","Life Transitions","Medium","What are you finally able to name?","Terracotta / Mist","Suitable for early playtesting.","Expands the Life Transitions play context."
"LIF-36","Life Transitions","Life Transitions","Question","Level 3","Life Transitions","High","What is one thing you wish people knew about this season?","Terracotta / Mist","Best after trust has warmed up; passing is always allowed.","Expands the Life Transitions play context."
"LIF-37","Life Transitions","Life Transitions","Question","Level 3","Life Transitions","High","What kind of support would actually help right now?","Terracotta / Mist","Best after trust has warmed up; passing is always allowed.","Expands the Life Transitions play context."
"LIF-38","Life Transitions","Life Transitions","Question","Level 3","Life Transitions","High","What kind of advice does not help right now?","Terracotta / Mist","Best after trust has warmed up; passing is always allowed.","Expands the Life Transitions play context."
"LIF-39","Life Transitions","Life Transitions","Question","Level 3","Life Transitions","High","What is one thing you want to forgive yourself for?","Terracotta / Mist","Best after trust has warmed up; passing is always allowed.","Expands the Life Transitions play context."
"LIF-40","Life Transitions","Life Transitions","Question","Level 3","Life Transitions","High","What is one thing you want to thank yourself for?","Terracotta / Mist","Best after trust has warmed up; passing is always allowed.","Expands the Life Transitions play context."
"LIF-41","Life Transitions","Life Transitions","Question","Level 3","Life Transitions","High","What would make this transition feel less lonely?","Terracotta / Mist","Best after trust has warmed up; passing is always allowed.","Expands the Life Transitions play context."
"LIF-42","Life Transitions","Life Transitions","Question","Level 3","Life Transitions","High","What would make this transition feel more meaningful?","Terracotta / Mist","Best after trust has warmed up; passing is always allowed.","Expands the Life Transitions play context."
"LIF-43","Life Transitions","Life Transitions","Question","Level 3","Life Transitions","High","What would your past self not believe about now?","Terracotta / Mist","Best after trust has warmed up; passing is always allowed.","Expands the Life Transitions play context."
"LIF-44","Life Transitions","Life Transitions","Question","Level 3","Life Transitions","High","What would your future self want you to protect?","Terracotta / Mist","Best after trust has warmed up; passing is always allowed.","Expands the Life Transitions play context."
"LIF-45","Life Transitions","Life Transitions","Question","Level 3","Life Transitions","High","What is one small sign you are healing?","Terracotta / Mist","Best after trust has warmed up; passing is always allowed.","Expands the Life Transitions play context."
"LIF-46","Life Transitions","Life Transitions","Question","Level 3","Life Transitions","High","What is one small sign you are ready?","Terracotta / Mist","Best after trust has warmed up; passing is always allowed.","Expands the Life Transitions play context."
"LIF-47","Life Transitions","Life Transitions","Question","Level 3","Life Transitions","High","What is one question this season keeps asking you?","Terracotta / Mist","Best after trust has warmed up; passing is always allowed.","Expands the Life Transitions play context."
"LIF-48","Life Transitions","Life Transitions","Question","Level 3","Life Transitions","High","What answer are you slowly living into?","Terracotta / Mist","Best after trust has warmed up; passing is always allowed.","Expands the Life Transitions play context."
"LIF-49","Life Transitions","Life Transitions","Question","Level 3","Life Transitions","High","What should this chapter teach you?","Terracotta / Mist","Best after trust has warmed up; passing is always allowed.","Expands the Life Transitions play context."
"LIF-50","Life Transitions","Life Transitions","Question","Level 3","Life Transitions","High","What should this chapter not take from you?","Terracotta / Mist","Best after trust has warmed up; passing is always allowed.","Expands the Life Transitions play context."
"SEL-01","Self-Discovery","Self-Discovery","Question","Level 1","Self-Discovery","Low","What part of yourself are you meeting lately?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-02","Self-Discovery","Self-Discovery","Question","Level 1","Self-Discovery","Low","What part of yourself are you avoiding lately?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-03","Self-Discovery","Self-Discovery","Question","Level 1","Self-Discovery","Low","What is a value you want to live more visibly?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-04","Self-Discovery","Self-Discovery","Question","Level 1","Self-Discovery","Low","What is a value you inherited but are questioning?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-05","Self-Discovery","Self-Discovery","Question","Level 1","Self-Discovery","Low","What makes you feel most honest with yourself?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-06","Self-Discovery","Self-Discovery","Question","Level 1","Self-Discovery","Low","What makes you perform even when no one asks?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-07","Self-Discovery","Self-Discovery","Question","Level 1","Self-Discovery","Low","What is one truth your body knows before your mind does?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-08","Self-Discovery","Self-Discovery","Question","Level 1","Self-Discovery","Low","What is one feeling you intellectualize too quickly?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-09","Self-Discovery","Self-Discovery","Question","Level 1","Self-Discovery","Low","What is one need you minimize?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-10","Self-Discovery","Self-Discovery","Question","Level 1","Self-Discovery","Low","What is one desire you keep negotiating down?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-11","Self-Discovery","Self-Discovery","Question","Level 1","Self-Discovery","Low","What is a pattern you can finally recognize?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-12","Self-Discovery","Self-Discovery","Question","Level 1","Self-Discovery","Low","What is a pattern you are ready to interrupt?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-13","Self-Discovery","Self-Discovery","Question","Level 1","Self-Discovery","Low","What is something you are learning not to explain?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-14","Self-Discovery","Self-Discovery","Question","Level 1","Self-Discovery","Low","What is something you are learning to say plainly?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-15","Self-Discovery","Self-Discovery","Question","Level 1","Self-Discovery","Low","What does peace look like when it is not perfection?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-16","Self-Discovery","Self-Discovery","Question","Level 1","Self-Discovery","Medium","What does confidence look like when it is quiet?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-17","Self-Discovery","Self-Discovery","Question","Level 1","Self-Discovery","Medium","What do you do to feel in control?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-18","Self-Discovery","Self-Discovery","Question","Level 2","Self-Discovery","Medium","What do you do when control stops working?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-19","Self-Discovery","Self-Discovery","Question","Level 2","Self-Discovery","Medium","What is one version of yourself you miss?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-20","Self-Discovery","Self-Discovery","Question","Level 2","Self-Discovery","Medium","What is one version of yourself you are proud to have outgrown?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-21","Self-Discovery","Self-Discovery","Question","Level 2","Self-Discovery","Medium","What is one thing you are still waiting for permission to be?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-22","Self-Discovery","Self-Discovery","Question","Level 2","Self-Discovery","Medium","What would you do if you trusted your own timing?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-23","Self-Discovery","Self-Discovery","Question","Level 2","Self-Discovery","Medium","What would you stop doing if you trusted your own worth?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-24","Self-Discovery","Self-Discovery","Question","Level 2","Self-Discovery","Medium","What is a boundary that would honor your future self?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-25","Self-Discovery","Self-Discovery","Question","Level 2","Self-Discovery","Medium","What is a choice that would honor your younger self?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-26","Self-Discovery","Self-Discovery","Question","Level 2","Self-Discovery","Medium","What is one question you are scared to answer honestly?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-27","Self-Discovery","Self-Discovery","Question","Level 2","Self-Discovery","Medium","What is one question you are ready to answer honestly?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-28","Self-Discovery","Self-Discovery","Question","Level 2","Self-Discovery","Medium","What kind of love are you learning to give yourself?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-29","Self-Discovery","Self-Discovery","Question","Level 2","Self-Discovery","Medium","What kind of love are you learning to receive?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-30","Self-Discovery","Self-Discovery","Question","Level 2","Self-Discovery","Medium","What does your inner critic sound like?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-31","Self-Discovery","Self-Discovery","Question","Level 2","Self-Discovery","Medium","What does your inner wisdom sound like?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-32","Self-Discovery","Self-Discovery","Question","Level 2","Self-Discovery","Medium","What is one thing you know but keep doubting?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-33","Self-Discovery","Self-Discovery","Question","Level 2","Self-Discovery","Medium","What is one thing you doubt but want to know?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-34","Self-Discovery","Self-Discovery","Question","Level 2","Self-Discovery","Medium","What do you want your life to make room for?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-35","Self-Discovery","Self-Discovery","Question","Level 3","Self-Discovery","Medium","What do you want your life to stop organizing around?","Ivory / Ink","Suitable for early playtesting.","Expands the Self-Discovery play context."
"SEL-36","Self-Discovery","Self-Discovery","Question","Level 3","Self-Discovery","High","What is one fear that has been trying to protect you?","Ivory / Ink","Best after trust has warmed up; passing is always allowed.","Expands the Self-Discovery play context."
"SEL-37","Self-Discovery","Self-Discovery","Question","Level 3","Self-Discovery","High","What is one joy that has been trying to return?","Ivory / Ink","Best after trust has warmed up; passing is always allowed.","Expands the Self-Discovery play context."
"SEL-38","Self-Discovery","Self-Discovery","Question","Level 3","Self-Discovery","High","What would be different if you believed you were enough?","Ivory / Ink","Best after trust has warmed up; passing is always allowed.","Expands the Self-Discovery play context."
"SEL-39","Self-Discovery","Self-Discovery","Question","Level 3","Self-Discovery","High","What would be different if you stopped rushing?","Ivory / Ink","Best after trust has warmed up; passing is always allowed.","Expands the Self-Discovery play context."
"SEL-40","Self-Discovery","Self-Discovery","Question","Level 3","Self-Discovery","High","What is one promise you have broken to yourself?","Ivory / Ink","Best after trust has warmed up; passing is always allowed.","Expands the Self-Discovery play context."
"SEL-41","Self-Discovery","Self-Discovery","Question","Level 3","Self-Discovery","High","What is one promise you want to keep now?","Ivory / Ink","Best after trust has warmed up; passing is always allowed.","Expands the Self-Discovery play context."
"SEL-42","Self-Discovery","Self-Discovery","Question","Level 3","Self-Discovery","High","What are you learning about your capacity?","Ivory / Ink","Best after trust has warmed up; passing is always allowed.","Expands the Self-Discovery play context."
"SEL-43","Self-Discovery","Self-Discovery","Question","Level 3","Self-Discovery","High","What are you learning about your limits?","Ivory / Ink","Best after trust has warmed up; passing is always allowed.","Expands the Self-Discovery play context."
"SEL-44","Self-Discovery","Self-Discovery","Question","Level 3","Self-Discovery","High","What are you learning about your voice?","Ivory / Ink","Best after trust has warmed up; passing is always allowed.","Expands the Self-Discovery play context."
"SEL-45","Self-Discovery","Self-Discovery","Question","Level 3","Self-Discovery","High","What are you learning about your silence?","Ivory / Ink","Best after trust has warmed up; passing is always allowed.","Expands the Self-Discovery play context."
"SEL-46","Self-Discovery","Self-Discovery","Question","Level 3","Self-Discovery","High","What is one truth you want to practice living?","Ivory / Ink","Best after trust has warmed up; passing is always allowed.","Expands the Self-Discovery play context."
"SEL-47","Self-Discovery","Self-Discovery","Question","Level 3","Self-Discovery","High","What is one mask you are tired of adjusting?","Ivory / Ink","Best after trust has warmed up; passing is always allowed.","Expands the Self-Discovery play context."
"SEL-48","Self-Discovery","Self-Discovery","Question","Level 3","Self-Discovery","High","What is one freedom you are not used to yet?","Ivory / Ink","Best after trust has warmed up; passing is always allowed.","Expands the Self-Discovery play context."
"SEL-49","Self-Discovery","Self-Discovery","Question","Level 3","Self-Discovery","High","What would self-trust ask you to do next?","Ivory / Ink","Best after trust has warmed up; passing is always allowed.","Expands the Self-Discovery play context."
"SEL-50","Self-Discovery","Self-Discovery","Question","Level 3","Self-Discovery","High","What would self-respect ask you to stop doing?","Ivory / Ink","Best after trust has warmed up; passing is always allowed.","Expands the Self-Discovery play context."
"AFT-01","After Dark","After Dark","Question","Level 1","After Dark","Low","What feels easier to admit at night?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-02","After Dark","After Dark","Question","Level 1","After Dark","Low","What thought visits you when everything is quiet?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-03","After Dark","After Dark","Question","Level 1","After Dark","Low","What is a truth you usually soften in daylight?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-04","After Dark","After Dark","Question","Level 1","After Dark","Low","What is a desire you are learning not to shame?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-05","After Dark","After Dark","Question","Level 1","After Dark","Low","What is a loneliness you rarely name?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-06","After Dark","After Dark","Question","Level 1","After Dark","Low","What is a comfort you reach for when no one is watching?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-07","After Dark","After Dark","Question","Level 1","After Dark","Low","What is a memory that still glows?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-08","After Dark","After Dark","Question","Level 1","After Dark","Low","What is a memory that still aches?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-09","After Dark","After Dark","Question","Level 1","After Dark","Low","What are you pretending not to want?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-10","After Dark","After Dark","Question","Level 1","After Dark","Low","What are you pretending not to know?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-11","After Dark","After Dark","Question","Level 1","After Dark","Low","What is something you miss with your whole body?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-12","After Dark","After Dark","Question","Level 1","After Dark","Low","What is something you crave that is not a thing?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-13","After Dark","After Dark","Question","Level 1","After Dark","Low","What kind of attention makes you feel alive?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-14","After Dark","After Dark","Question","Level 1","After Dark","Low","What kind of attention makes you feel unsafe?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-15","After Dark","After Dark","Question","Level 1","After Dark","Low","What do you want to be brave enough to say first?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-16","After Dark","After Dark","Question","Level 1","After Dark","Medium","What do you want someone else to be brave enough to ask?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
